52.926777,-1.215878
52.926777,-1.215878
52.926777,-1.215878
52.926777,-1.215878
52.926777,-1.215878
51.1488168,0.8735929
51.1488168,0.8735929
51.1488168,0.8735929
52.9200018,-1.4757001
52.9200018,-1.4757001
52.9200018,-1.4757001
52.9200018,-1.4757001
52.9200018,-1.4757001
52.9200018,-1.4757001
53.2274933,-4.1245217
53.2274933,-4.1245217
53.2274933,-4.1245217
50.8551456,0.5774327
50.8551456,0.5774327
52.057747,1.153668
52.057747,1.153668
52.057747,1.153668
52.057747,1.153668
53.7479677,-2.274108
53.871201,-2.3921189
53.7479677,-2.274108
53.788437,-2.242847
52.5151791,-3.3153052
52.5151791,-3.3153052
52.493716,-2.997675
52.493716,-2.997675
51.784378,-1.485744
51.784378,-1.485744
51.784378,-1.485744
52.0364827,-0.7692904
52.0364827,-0.7692904
52.2911109,-0.5979446
52.0364827,-0.7692904
52.0364827,-0.7692904
52.2911109,-0.5979446
51.2074451,-1.479379
51.2074451,-1.479379
51.5209721,-0.1569726
51.5176469,-0.1091153
51.5156529,-0.1400404
51.5296392,-0.1239574
51.5394101,-0.1426694
51.585707,-0.020073
51.5394101,-0.1426694
51.5156529,-0.1400404
51.585707,-0.020073
51.5176469,-0.1091153
51.5652772,-0.1029191
51.5394101,-0.1426694
51.5176469,-0.1091153
51.5156529,-0.1400404
51.5156529,-0.1400404
51.5156529,-0.1400404
51.585707,-0.020073
51.5209721,-0.1569726
51.5296392,-0.1239574
51.5652772,-0.1029191
51.5209721,-0.1569726
51.5156529,-0.1400404
51.5176469,-0.1091153
51.518865,-0.169429
51.5296392,-0.1239574
51.5394101,-0.1426694
51.5394101,-0.1426694
51.518865,-0.169429
51.518845,-0.132651
51.518845,-0.132651
51.518845,-0.132651
51.518845,-0.132651
51.518845,-0.132651
52.3348734,-2.061462
52.3348734,-2.061462
52.3348734,-2.061462
52.192966,-2.222098
52.192966,-2.222098
52.192966,-2.222098
52.192966,-2.222098
52.192966,-2.222098
52.192966,-2.222098
52.192966,-2.222098
53.7258937,-1.3534426
53.7258937,-1.3534426
51.3788255,-2.3594184
51.3788255,-2.3594184
51.3788255,-2.3594184
51.3788255,-2.3594184
50.1187587,-5.5379466
50.1187587,-5.5379466
50.1187587,-5.5379466
52.5108139,-2.0822921
52.5207791,-1.9985452
52.4557098,-2.145013
52.5108139,-2.0822921
52.5108139,-2.0822921
52.5207791,-1.9985452
52.4557098,-2.145013
52.5207791,-1.9985452
52.4557098,-2.145013
52.510815,-2.082292
52.520767,-1.998601
52.455829,-2.144999
51.878796,0.551795
51.2774576,1.0814141
51.2774576,1.0814141
51.2774576,1.0814141
51.2774576,1.0814141
52.669477,-0.7284171
53.2558494,-4.3119149
53.2558494,-4.3119149
50.9412459,-2.629747
50.9412459,-2.629747
50.9412459,-2.629747
52.9785926,-0.0240303
52.9785926,-0.0240303
51.0623446,-0.3295708
51.0623446,-0.3295708
51.0623446,-0.3295708
50.5302106,-3.6099301
50.5302106,-3.6099301
51.3209041,-2.2072714
51.3209041,-2.2072714
53.7572924,-2.7045404
53.7572924,-2.7045404
53.7572924,-2.7045404
53.7572924,-2.7045404
53.7572924,-2.7045404
51.856697,-4.310111
51.856697,-4.310111
51.856697,-4.310111
51.856697,-4.310111
51.6537361,-3.0205201
51.6537361,-3.0205201
51.653725,-3.020346
55.86417,-4.25322
55.8583042,-4.2545912
55.8583042,-4.2545912
55.8583042,-4.2545912
55.8583042,-4.2545912
51.629608,-0.751073
51.522663,-0.719579
51.629608,-0.751073
51.522663,-0.719579
51.629608,-0.751073
51.522663,-0.719579
51.629608,-0.751073
49.4318649,-2.5967752
51.269855,0.192935
51.269855,0.192935
51.269855,0.192935
52.3887532,-2.2493887
52.3887532,-2.2493887
53.229131,-0.540624
53.229131,-0.540624
53.229131,-0.540624
53.229131,-0.540624
53.229131,-0.540624
53.229131,-0.540624
51.5089987,-0.5936607
51.5089987,-0.5936607
51.3713565,-0.4622269
51.5089987,-0.5936607
51.5089987,-0.5936607
51.416222,-0.747822
51.416222,-0.747822
51.416222,-0.747822
51.416222,-0.747822
52.2401347,-3.3794134
54.535809,-1.052634
54.535809,-1.052634
54.535809,-1.052634
51.57896,0.180433
51.57896,0.180433
51.57896,0.180433
51.57896,0.180433
51.507187,-3.579476
51.507187,-3.579476
51.507187,-3.579476
50.723274,-1.904889
50.7173057,-1.9822062
50.7173057,-1.9822062
50.7173057,-1.9822062
50.7173057,-1.9822062
50.721073,-1.876987
50.723274,-1.904889
50.723274,-1.904889
50.721073,-1.876987
50.723274,-1.904889
50.6990784,-1.2953538
50.6990784,-1.2953538
50.6990784,-1.2953538
51.062847,-1.316553
53.3893122,-3.0255546
53.3893122,-3.0255546
53.3893122,-3.0255546
50.8363383,-0.7754454
50.8363383,-0.7754454
50.8363383,-0.7754454
50.8805448,-1.0303645
51.2579503,-0.0028125
53.1672916,-3.142338
53.1672916,-3.142338
53.167297,-3.142449
54.5764757,-1.2346033
54.5764757,-1.2346033
54.5764757,-1.2346033
54.5764757,-1.2346033
53.3412973,-1.3540221
53.3412973,-1.3540221
53.3412973,-1.3540221
50.79958,-1.090663
50.79958,-1.090663
50.79958,-1.090663
52.5347735,-2.4196168
53.039907,-1.3865185
51.7521074,-1.2580421
51.7521074,-1.2580421
51.7521074,-1.2580421
51.7521074,-1.2580421
51.7521074,-1.2580421
53.3664391,-0.0051688
53.3664391,-0.0051688
50.7684449,0.2833432
50.7684449,0.2833432
50.7684449,0.2833432
50.768444,0.283343
52.7075117,-2.7535848
52.7075117,-2.7535848
52.7075117,-2.7535848
52.584702,-1.981345
52.6839802,-1.827708
52.584655,-1.9814187
52.5617285,-1.8231309
52.6839802,-1.827708
52.6839802,-1.827708
52.5617285,-1.8231309
52.584655,-1.9814187
52.5617285,-1.8231309
52.5617285,-1.8231309
52.584702,-1.981345
52.9542488,-1.1474354
52.9542488,-1.1474354
52.9542488,-1.1474354
52.9542488,-1.1474354
52.9542488,-1.1474354
52.9542488,-1.1474354
52.9542488,-1.1474354
50.6099913,-2.4537921
50.6099913,-2.4537921
50.6099913,-2.4537921
53.8430599,-0.4329609
53.8430599,-0.4329609
54.004969,-0.43951
54.004969,-0.43951
51.545752,-0.479164
51.545752,-0.479164
51.5745123,-0.4246412
51.5070236,-0.4190535
51.5070236,-0.4190535
51.545752,-0.479164
51.574509,-0.424646
51.545752,-0.479164
51.545752,-0.479164
51.481876,-3.175651
51.49395,-3.165331
51.481876,-3.175651
51.49395,-3.165331
51.481876,-3.175651
51.49395,-3.165331
51.481876,-3.175651
51.481876,-3.175651
51.481876,-3.175651
53.411667,-2.157756
53.4826134,-2.245895
53.5409935,-2.109263
53.4826134,-2.245895
53.4826134,-2.245895
53.4826134,-2.245895
53.5409935,-2.109263
53.4826134,-2.245895
53.411667,-2.157756
53.411667,-2.157756
54.5652758,-1.3134083
54.5652758,-1.3134083
53.8666188,-1.9094231
53.8666188,-1.9094231
